customer_id,customer_name,customer_segment,order_id,customer_id,order_date,shipping_city,shipping_state,shipping_region,shipping_country,shipping_postal_code,shipping_date,shipping_mode,order_details_id,order_id,product_id,quantity,order_discount,order_profits,order_profit_ratio,order_sales,product_id,product_name,product_category,product_subcategory,product_manufacturer,,
47,Anne McFarland,Consumer,CA-2016-138457,47,2016-09-13 0:00,Jacksonville,North Carolina,South,United States,28540,2016-09-17 0:00,Standard Class,2741,CA-2016-138457,795,4,0.7,-10,-0.77,13,795,Heavy-Duty E-Z-D Binders,Office Supplies,Binders,Other,,
577,Nora Paige,Consumer,CA-2016-138485,577,2016-02-27 0:00,Seattle,Washington,West,United States,98105,2016-03-01 0:00,Second Class,2742,CA-2016-138485,1095,9,0,81,0.15,539,1095,Microsoft Natural Keyboard Elite,Technology,Accessories,Microsoft,,
288,Fred Chung,Corporate,CA-2016-138492,288,2016-05-15 0:00,Philadelphia,Pennsylvania,East,United States,19140,2016-05-22 0:00,Standard Class,2743,CA-2016-138492,647,2,0.2,-10,-0.2,52,647,Fellowes Neat Ideas Storage Cubes,Office Supplies,Storage,Fellowes,,
368,Jessica Myrick,Consumer,CA-2016-138534,368,2016-07-17 0:00,Bakersfield,California,West,United States,93309,2016-07-19 0:00,Second Class,2744,CA-2016-138534,1429,2,0.15,-14,-0.07,195,1429,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,Bookcases,Sauder,,
259,Emily Grady,Consumer,CA-2016-138625,259,2016-11-02 0:00,Chesapeake,Virginia,South,United States,23320,2016-11-05 0:00,First Class,2745,CA-2016-138625,607,4,0,55,0.28,198,607,"Eureka Hand Vacuum, Bagless",Office Supplies,Appliances,Eureka,,
438,Ken Black,Corporate,CA-2016-138674,438,2016-11-14 0:00,Springfield,Oregon,West,United States,97477,2016-11-17 0:00,First Class,2746,CA-2016-138674,110,5,0.2,2,0.26,9,110,Advantus Push Pins,Office Supplies,Fasteners,Advantus,,
438,Ken Black,Corporate,CA-2016-138674,438,2016-11-14 0:00,Springfield,Oregon,West,United States,97477,2016-11-17 0:00,First Class,2747,CA-2016-138674,921,3,0.2,5,0.05,91,921,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Technology,Accessories,Imation,,
438,Ken Black,Corporate,CA-2016-138674,438,2016-11-14 0:00,Springfield,Oregon,West,United States,97477,2016-11-17 0:00,First Class,2748,CA-2016-138674,1273,4,0.2,30,0.19,160,1273,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,Plantronics,,
411,Justin Hirsh,Consumer,CA-2016-138898,411,2016-05-25 0:00,Pueblo,Colorado,West,United States,81001,2016-05-29 0:00,Standard Class,2749,CA-2016-138898,949,13,0.2,85,0.1,846,949,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances,Kensington,,
518,Maya Herman,Corporate,CA-2016-138954,518,2016-11-15 0:00,New York City,New York,East,United States,10035,2016-11-17 0:00,First Class,2750,CA-2016-138954,411,6,0.2,12,0.34,35,411,Cardinal Holdit Data Disk Pockets,Office Supplies,Binders,Cardinal,,
518,Maya Herman,Corporate,CA-2016-138954,518,2016-11-15 0:00,New York City,New York,East,United States,10035,2016-11-17 0:00,First Class,2751,CA-2016-138954,581,3,0,21,0.29,71,581,Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,Office Supplies,Storage,Eldon,,
518,Maya Herman,Corporate,CA-2016-138954,518,2016-11-15 0:00,New York City,New York,East,United States,10035,2016-11-17 0:00,First Class,2752,CA-2016-138954,1133,6,0,36,0.3,119,1133,Newell 319,Office Supplies,Art,Newell,,
519,Meg O'Connel,Home Office,CA-2016-139094,519,2016-11-22 0:00,San Antonio,Texas,Central,United States,78207,2016-11-27 0:00,Standard Class,2753,CA-2016-139094,820,2,0.3,-33,-0.16,207,820,Hon 2111 Invitation Series Straight Table,Furniture,Tables,Hon,,
156,Christine Sundaresam,Consumer,CA-2016-139164,156,2016-06-23 0:00,Long Beach,California,West,United States,90805,2016-06-28 0:00,Standard Class,2754,CA-2016-139164,151,3,0,2,0.33,5,151,Assorted Color Push Pins,Office Supplies,Fasteners,Other,,
156,Christine Sundaresam,Consumer,CA-2016-139164,156,2016-06-23 0:00,Long Beach,California,West,United States,90805,2016-06-28 0:00,Standard Class,2755,CA-2016-139164,944,3,0.2,9,0.06,144,944,JBL Micro Wireless Portable Bluetooth Speaker,Technology,Phones,Other,,
156,Christine Sundaresam,Consumer,CA-2016-139164,156,2016-06-23 0:00,Long Beach,California,West,United States,90805,2016-06-28 0:00,Standard Class,2756,CA-2016-139164,1277,2,0.2,19,0.09,218,1277,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones,Plantronics,,
661,Russell D'Ascenzo,Consumer,CA-2016-139248,661,2016-07-25 0:00,Los Angeles,California,West,United States,90032,2016-07-30 0:00,Standard Class,2757,CA-2016-139248,1107,5,0.2,39,0.06,624,1107,Motorola L703CM,Technology,Phones,Motorola,,
491,Maribeth Yedwab,Corporate,CA-2016-139290,491,2016-10-26 0:00,Rancho Cucamonga,California,West,United States,91730,2016-10-30 0:00,Standard Class,2758,CA-2016-139290,217,2,0,3,0.46,6,217,Avery 507,Office Supplies,Labels,Avery,,
23,Alex Russell,Corporate,CA-2016-139374,23,2016-09-10 0:00,Austin,Texas,Central,United States,78745,2016-09-14 0:00,Standard Class,2759,CA-2016-139374,743,1,0.3,-3,-0.01,180,743,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs,Global,,
253,Eleni McCrary,Corporate,CA-2016-139584,253,2016-08-24 0:00,New York City,New York,East,United States,10009,2016-08-28 0:00,Standard Class,2760,CA-2016-139584,1080,2,0,12,0.45,26,1080,Memorex Micro Travel Drive 8 GB,Technology,Accessories,Memorex,,
253,Eleni McCrary,Corporate,CA-2016-139584,253,2016-08-24 0:00,New York City,New York,East,United States,10009,2016-08-28 0:00,Standard Class,2761,CA-2016-139584,428,2,0.4,-76,-0.27,284,428,Chromcraft Rectangular Conference Tables,Furniture,Tables,Chromcraft,,
382,Joel Eaton,Consumer,CA-2016-139731,382,2016-10-15 0:00,Amarillo,Texas,Central,United States,79109,2016-10-15 0:00,Same Day,2762,CA-2016-139731,1274,3,0.2,43,0.16,264,1274,Plantronics Audio 995 Wireless Stereo Headset,Technology,Accessories,Plantronics,,
382,Joel Eaton,Consumer,CA-2016-139731,382,2016-10-15 0:00,Amarillo,Texas,Central,United States,79109,2016-10-15 0:00,Same Day,2763,CA-2016-139731,828,5,0.3,-350,-0.14,2453,828,HON 5400 Series Task Chairs for Big and Tall,Furniture,Chairs,Hon,,
192,Dana Kaydos,Consumer,CA-2016-139738,192,2016-09-25 0:00,Rockford,Illinois,Central,United States,61107,2016-09-29 0:00,Standard Class,2764,CA-2016-139738,359,7,0.2,13,0.1,129,359,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,Boston,,
46,Anna Häberlin,Corporate,CA-2016-139780,46,2016-12-31 0:00,Detroit,Michigan,Central,United States,48205,2017-01-02 0:00,Second Class,2765,CA-2016-139780,655,8,0,52,0.45,116,655,Fellowes Presentation Covers for Comb Binding Machines,Office Supplies,Binders,Fellowes,,
304,Giulietta Baptist,Consumer,CA-2016-139850,304,2016-06-12 0:00,Philadelphia,Pennsylvania,East,United States,19134,2016-06-17 0:00,Standard Class,2766,CA-2016-139850,1797,4,0.2,7,0.35,21,1797,Xerox 1997,Office Supplies,Paper,Xerox,,
304,Giulietta Baptist,Consumer,CA-2016-139850,304,2016-06-12 0:00,Philadelphia,Pennsylvania,East,United States,19134,2016-06-17 0:00,Standard Class,2767,CA-2016-139850,483,2,0.2,4,0.1,43,483,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,Furnishings,Other,,
215,Dean percer,Home Office,CA-2016-139962,215,2016-12-13 0:00,Revere,Massachusetts,East,United States,2151,2016-12-20 0:00,Standard Class,2768,CA-2016-139962,1827,3,0,9,0.48,19,1827,Xerox 222,Office Supplies,Paper,Xerox,,
215,Dean percer,Home Office,CA-2016-139962,215,2016-12-13 0:00,Revere,Massachusetts,East,United States,2151,2016-12-20 0:00,Standard Class,2769,CA-2016-139962,674,2,0,19,0.5,38,674,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders,Other,,
607,Peter Fuller,Consumer,CA-2016-140025,607,2016-04-07 0:00,San Antonio,Texas,Central,United States,78207,2016-04-11 0:00,Standard Class,2770,CA-2016-140025,1329,6,0.2,48,0.13,384,1329,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,Razer,,
607,Peter Fuller,Consumer,CA-2016-140025,607,2016-04-07 0:00,San Antonio,Texas,Central,United States,78207,2016-04-11 0:00,Standard Class,2771,CA-2016-140025,864,8,0.8,-1181,-2.55,463,864,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,Hoover,,
717,Stewart Carmichael,Corporate,CA-2016-140144,717,2016-06-20 0:00,San Francisco,California,West,United States,94122,2016-06-25 0:00,Second Class,2772,CA-2016-140144,1118,3,0.2,47,0.38,126,1118,netTALK DUO VoIP Telephone Service,Technology,Phones,Other,,
717,Stewart Carmichael,Corporate,CA-2016-140144,717,2016-06-20 0:00,San Francisco,California,West,United States,94122,2016-06-25 0:00,Second Class,2773,CA-2016-140144,875,6,0,100,0.39,258,875,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",Furniture,Furnishings,Howard Miller,,
490,Maribeth Schnelling,Consumer,CA-2016-140221,490,2016-03-05 0:00,Chicago,Illinois,Central,United States,60653,2016-03-09 0:00,Second Class,2774,CA-2016-140221,592,2,0.6,-2,-0.4,5,592,Eldon Wave Desk Accessories,Furniture,Furnishings,Eldon,,
490,Maribeth Schnelling,Consumer,CA-2016-140221,490,2016-03-05 0:00,Chicago,Illinois,Central,United States,60653,2016-03-09 0:00,Second Class,2775,CA-2016-140221,1261,2,0.8,-17,-1.5,11,1261,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,Other,,
490,Maribeth Schnelling,Consumer,CA-2016-140221,490,2016-03-05 0:00,Chicago,Illinois,Central,United States,60653,2016-03-09 0:00,Second Class,2776,CA-2016-140221,462,2,0.2,6,0.1,60,462,"Companion Letter/Legal File, Black",Office Supplies,Storage,Other,,
490,Maribeth Schnelling,Consumer,CA-2016-140221,490,2016-03-05 0:00,Chicago,Illinois,Central,United States,60653,2016-03-09 0:00,Second Class,2777,CA-2016-140221,172,5,0.8,-471,-2.6,181,172,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,Appliances,Avanti,,
697,Sheri Gordon,Consumer,CA-2016-140375,697,2016-10-02 0:00,Rockville,Maryland,East,United States,20852,2016-10-05 0:00,Second Class,2778,CA-2016-140375,696,1,0,4,0.49,7,696,GBC Plastic Binding Combs,Office Supplies,Binders,GBC,,
697,Sheri Gordon,Consumer,CA-2016-140375,697,2016-10-02 0:00,Rockville,Maryland,East,United States,20852,2016-10-05 0:00,Second Class,2779,CA-2016-140375,1805,3,0,9,0.48,19,1805,Xerox 202,Office Supplies,Paper,Xerox,,
176,Corinna Mitchell,Home Office,CA-2016-140410,176,2016-11-03 0:00,Los Angeles,California,West,United States,90008,2016-11-07 0:00,Standard Class,2780,CA-2016-140410,458,3,0,17,0.39,43,458,Coloredge Poster Frame,Furniture,Furnishings,Other,,
176,Corinna Mitchell,Home Office,CA-2016-140410,176,2016-11-03 0:00,Los Angeles,California,West,United States,90008,2016-11-07 0:00,Standard Class,2781,CA-2016-140410,1025,3,0,38,0.42,90,1025,Logitech Trackman Marble Mouse,Technology,Accessories,Logitech,,
176,Corinna Mitchell,Home Office,CA-2016-140410,176,2016-11-03 0:00,Los Angeles,California,West,United States,90008,2016-11-07 0:00,Standard Class,2782,CA-2016-140410,436,7,0.2,106,0.09,1213,436,Cisco IP Phone 7961G-GE VoIP phone,Technology,Phones,Cisco,,
735,Tanja Norvell,Home Office,CA-2016-140557,735,2016-09-07 0:00,New York City,New York,East,United States,10009,2016-09-11 0:00,Standard Class,2783,CA-2016-140557,1329,7,0,168,0.3,560,1329,Razer Kraken PRO Over Ear PC and Music Headset,Technology,Accessories,Razer,,
281,Frank Atkinson,Corporate,CA-2016-140718,281,2016-07-02 0:00,Raleigh,North Carolina,South,United States,27604,2016-07-04 0:00,First Class,2784,CA-2016-140718,1652,2,0.7,-2,-0.8,3,1652,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,Binders,Wilson Jones,,
281,Frank Atkinson,Corporate,CA-2016-140718,281,2016-07-02 0:00,Raleigh,North Carolina,South,United States,27604,2016-07-04 0:00,First Class,2785,CA-2016-140718,1567,2,0.2,3,0.35,9,1567,Things To Do Today Pad,Office Supplies,Paper,Things To Do,,
281,Frank Atkinson,Corporate,CA-2016-140718,281,2016-07-02 0:00,Raleigh,North Carolina,South,United States,27604,2016-07-04 0:00,First Class,2786,CA-2016-140718,733,1,0.2,8,0.11,74,733,Geemarc AmpliPOWER60,Technology,Phones,Other,,
281,Frank Atkinson,Corporate,CA-2016-140718,281,2016-07-02 0:00,Raleigh,North Carolina,South,United States,27604,2016-07-04 0:00,First Class,2787,CA-2016-140718,16,10,0.2,46,0.29,160,16,24-Hour Round Wall Clock,Furniture,Furnishings,Other,,
597,Paul Stevenson,Home Office,CA-2016-140830,597,2016-11-30 0:00,Henderson,Kentucky,South,United States,42420,2016-12-02 0:00,Second Class,2788,CA-2016-140830,5,2,0,8,0.47,17,5,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,Other,,
597,Paul Stevenson,Home Office,CA-2016-140830,597,2016-11-30 0:00,Henderson,Kentucky,South,United States,42420,2016-12-02 0:00,Second Class,2789,CA-2016-140830,1588,2,0,32,0.45,72,1588,"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",Office Supplies,Envelopes,Tyvek,,
25,Allen Armold,Consumer,CA-2016-140921,25,2016-02-03 0:00,Omaha,Nebraska,Central,United States,68104,2016-02-05 0:00,First Class,2790,CA-2016-140921,458,2,0,11,0.39,28,458,Coloredge Poster Frame,Furniture,Furnishings,Other,,
25,Allen Armold,Consumer,CA-2016-140921,25,2016-02-03 0:00,Omaha,Nebraska,Central,United States,68104,2016-02-05 0:00,First Class,2791,CA-2016-140921,959,3,0,51,0.34,150,959,Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver,Technology,Accessories,Kensington,,
178,Craig Carroll,Consumer,CA-2016-140984,178,2016-09-14 0:00,New York City,New York,East,United States,10011,2016-09-18 0:00,Standard Class,2792,CA-2016-140984,1639,9,0.2,5,0.35,13,1639,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders,Wilson Jones,,
178,Craig Carroll,Consumer,CA-2016-140984,178,2016-09-14 0:00,New York City,New York,East,United States,10011,2016-09-18 0:00,Standard Class,2793,CA-2016-140984,1452,2,0.2,330,0.38,880,1452,Sharp 1540cs Digital Laser Copier,Technology,Copiers,Sharp,,
178,Craig Carroll,Consumer,CA-2016-140984,178,2016-09-14 0:00,New York City,New York,East,United States,10011,2016-09-18 0:00,Standard Class,2794,CA-2016-140984,543,6,0,258,0.26,991,543,Economy Rollaway Files,Office Supplies,Storage,Other,,
774,Trudy Glocke,Consumer,CA-2016-141012,774,2016-06-09 0:00,Pocatello,Idaho,West,United States,83201,2016-06-11 0:00,Second Class,2795,CA-2016-141012,517,3,0.2,9,0.06,140,517,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology,Phones,Other,,
774,Trudy Glocke,Consumer,CA-2016-141012,774,2016-06-09 0:00,Pocatello,Idaho,West,United States,83201,2016-06-11 0:00,Second Class,2796,CA-2016-141012,1040,4,0,92,0.26,355,1040,Luxo Adjustable Task Clamp Lamp,Furniture,Furnishings,Luxo,,
749,Tim Brockman,Consumer,CA-2016-141040,749,2016-10-09 0:00,New York City,New York,East,United States,10024,2016-10-13 0:00,Second Class,2797,CA-2016-141040,1686,4,0,11,0.45,24,1686,Xerox 1895,Office Supplies,Paper,Xerox,,
749,Tim Brockman,Consumer,CA-2016-141040,749,2016-10-09 0:00,New York City,New York,East,United States,10024,2016-10-13 0:00,Second Class,2798,CA-2016-141040,942,4,0,303,0.48,632,942,Jawbone JAMBOX Wireless Bluetooth Speaker,Technology,Phones,Jawbone,,
226,Denny Blanton,Consumer,CA-2016-141145,226,2016-09-17 0:00,Orlando,Florida,South,United States,32839,2016-09-23 0:00,Standard Class,2799,CA-2016-141145,1406,3,0.2,11,0.13,87,1406,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories,SanDisk,,
31,Amy Hunt,Consumer,CA-2016-141243,31,2016-01-03 0:00,Dallas,Texas,Central,United States,75217,2016-01-08 0:00,Second Class,2800,CA-2016-141243,1131,3,0.2,1,0.11,7,1131,Newell 317,Office Supplies,Art,Newell,,
31,Amy Hunt,Consumer,CA-2016-141243,31,2016-01-03 0:00,Dallas,Texas,Central,United States,75217,2016-01-08 0:00,Second Class,2801,CA-2016-141243,600,5,0.2,85,0.21,398,600,Enermax Acrylux Wireless Keyboard,Technology,Accessories,Enermax,,
31,Amy Hunt,Consumer,CA-2016-141243,31,2016-01-03 0:00,Dallas,Texas,Central,United States,75217,2016-01-08 0:00,Second Class,2802,CA-2016-141243,1198,9,0.32,-438,-0.32,1352,1198,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases,O'Sullivan,,
595,Paul MacIntyre,Consumer,CA-2016-141250,595,2016-01-19 0:00,Texas City,Texas,Central,United States,77590,2016-01-23 0:00,Standard Class,2803,CA-2016-141250,317,1,0.3,-13,-0.13,102,317,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables,Bevis,,
595,Paul MacIntyre,Consumer,CA-2016-141250,595,2016-01-19 0:00,Texas City,Texas,Central,United States,77590,2016-01-23 0:00,Standard Class,2804,CA-2016-141250,791,4,0.3,-9,-0.04,199,791,Harbour Creations 67200 Series Stacking Chairs,Furniture,Chairs,Other,,
460,Lena Radford,Consumer,CA-2016-141327,460,2016-11-30 0:00,Durham,North Carolina,South,United States,27707,2016-12-03 0:00,First Class,2805,CA-2016-141327,237,7,0.7,-4,-0.7,6,237,Avery Durable Binders,Office Supplies,Binders,Avery,,
460,Lena Radford,Consumer,CA-2016-141327,460,2016-11-30 0:00,Durham,North Carolina,South,United States,27707,2016-12-03 0:00,First Class,2806,CA-2016-141327,291,3,0.2,10,0.1,98,291,Belkin 8 Outlet Surge Protector,Office Supplies,Appliances,Belkin,,
460,Lena Radford,Consumer,CA-2016-141327,460,2016-11-30 0:00,Durham,North Carolina,South,United States,27707,2016-12-03 0:00,First Class,2807,CA-2016-141327,1043,2,0.2,25,0.08,336,1043,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Furniture,Furnishings,Luxo,,
69,Barry Gonzalez,Consumer,CA-2016-141565,69,2016-09-20 0:00,Nashville,Tennessee,South,United States,37211,2016-09-24 0:00,Standard Class,2808,CA-2016-141565,776,4,0.2,-59,-0.2,294,776,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,Gould Plastics,,
69,Barry Gonzalez,Consumer,CA-2016-141565,69,2016-09-20 0:00,Nashville,Tennessee,South,United States,37211,2016-09-24 0:00,Standard Class,2809,CA-2016-141565,689,6,0.7,-913,-0.67,1370,689,GBC Ibimaster 500 Manual ProClick Binding System,Office Supplies,Binders,GBC,,
197,Darren Budd,Corporate,CA-2016-141593,197,2016-12-14 0:00,Los Angeles,California,West,United States,90045,2016-12-16 0:00,Second Class,2810,CA-2016-141593,1835,1,0,3,0.48,6,1835,Xerox 23,Office Supplies,Paper,Xerox,,
197,Darren Budd,Corporate,CA-2016-141593,197,2016-12-14 0:00,Los Angeles,California,West,United States,90045,2016-12-16 0:00,Second Class,2811,CA-2016-141593,693,3,0.2,12,0.34,34,693,"GBC Laser Imprintable Binding System Covers, Desert Sand",Office Supplies,Binders,GBC,,
197,Darren Budd,Corporate,CA-2016-141593,197,2016-12-14 0:00,Los Angeles,California,West,United States,90045,2016-12-16 0:00,Second Class,2812,CA-2016-141593,903,2,0.2,21,0.38,55,903,Ibico Recycled Grain-Textured Covers,Office Supplies,Binders,Ibico,,
197,Darren Budd,Corporate,CA-2016-141593,197,2016-12-14 0:00,Los Angeles,California,West,United States,90045,2016-12-16 0:00,Second Class,2813,CA-2016-141593,380,2,0.2,10,0.04,274,380,"Bush Andora Conference Table, Maple/Graphite Gray Finish",Furniture,Tables,Bush,,
365,Jeremy Farry,Consumer,CA-2016-141740,365,2016-11-01 0:00,New York City,New York,East,United States,10009,2016-11-05 0:00,Standard Class,2814,CA-2016-141740,831,2,0.1,14,0.07,205,831,Hon Comfortask Task/Swivel Chairs,Furniture,Chairs,Hon,,
279,Evan Minnotte,Home Office,CA-2016-141754,279,2016-12-20 0:00,Miami,Florida,South,United States,33142,2016-12-25 0:00,Standard Class,2815,CA-2016-141754,194,2,0.2,4,0.34,12,194,Avery 486,Office Supplies,Labels,Avery,,
578,Nora Pelletier,Home Office,CA-2016-141768,578,2016-05-25 0:00,San Francisco,California,West,United States,94109,2016-05-27 0:00,Second Class,2816,CA-2016-141768,1595,3,0,5,0.33,15,1595,Ultra Door Push Plate,Furniture,Furnishings,Ultra,,
66,Barry Blumstein,Corporate,CA-2016-141810,66,2016-11-02 0:00,San Antonio,Texas,Central,United States,78207,2016-11-07 0:00,Standard Class,2817,CA-2016-141810,700,7,0.8,-47,-1.6,29,700,GBC Premium Transparent Covers with Diagonal Lined Pattern,Office Supplies,Binders,GBC,,
66,Barry Blumstein,Corporate,CA-2016-141810,66,2016-11-02 0:00,San Antonio,Texas,Central,United States,78207,2016-11-07 0:00,Standard Class,2818,CA-2016-141810,34,2,0.2,39,0.11,345,34,Aastra 6757i CT Wireless VoIP phone,Technology,Phones,Other,,
584,Parhena Norris,Home Office,CA-2016-141936,584,2016-08-07 0:00,Bakersfield,California,West,United States,93309,2016-08-12 0:00,Standard Class,2819,CA-2016-141936,409,3,0.2,6,0.34,19,409,Cardinal Hold-It CD Pocket,Office Supplies,Binders,Cardinal,,
357,Jay Kimmel,Consumer,CA-2016-142027,357,2016-04-09 0:00,Long Beach,California,West,United States,90805,2016-04-14 0:00,Standard Class,2820,CA-2016-142027,974,3,0.2,-14,-0.04,370,974,Laminate Occasional Tables,Furniture,Tables,Other,,
253,Eleni McCrary,Corporate,CA-2016-142041,253,2016-06-07 0:00,Los Angeles,California,West,United States,90036,2016-06-09 0:00,Second Class,2821,CA-2016-142041,17,5,0.2,3,0.35,8,17,3-ring staple pack,Office Supplies,Binders,3-ring staple pack,,
17,Alejandro Ballentine,Home Office,CA-2016-142055,17,2016-05-08 0:00,New York City,New York,East,United States,10009,2016-05-10 0:00,First Class,2822,CA-2016-142055,1705,2,0,18,0.48,38,1705,Xerox 1912,Office Supplies,Paper,Xerox,,
698,Shirley Daniels,Home Office,CA-2016-142139,698,2016-08-31 0:00,Bedford,Texas,Central,United States,76021,2016-09-05 0:00,Standard Class,2823,CA-2016-142139,1086,4,0.2,7,0.33,21,1086,"Message Book, Phone, Wirebound Standard Line Memo, 2 3/4"" X 5""",Office Supplies,Paper,Message Book,,
413,Justin Ritter,Corporate,CA-2016-142202,413,2016-09-18 0:00,Jacksonville,Florida,South,United States,32216,2016-09-23 0:00,Second Class,2824,CA-2016-142202,600,9,0.2,152,0.21,717,600,Enermax Acrylux Wireless Keyboard,Technology,Accessories,Enermax,,
172,Clytie Kelty,Consumer,CA-2016-142237,172,2016-07-11 0:00,Philadelphia,Pennsylvania,East,United States,19134,2016-07-13 0:00,First Class,2825,CA-2016-142237,67,3,0.7,-2,-0.8,3,67,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders,Acco,,
172,Clytie Kelty,Consumer,CA-2016-142237,172,2016-07-11 0:00,Philadelphia,Pennsylvania,East,United States,19134,2016-07-13 0:00,First Class,2826,CA-2016-142237,24,4,0.7,-5,-0.73,6,24,3M Organizer Strips,Office Supplies,Binders,3M,,
172,Clytie Kelty,Consumer,CA-2016-142237,172,2016-07-11 0:00,Philadelphia,Pennsylvania,East,United States,19134,2016-07-13 0:00,First Class,2827,CA-2016-142237,1149,5,0.2,1,0.08,11,1149,Newell 333,Office Supplies,Art,Newell,,
172,Clytie Kelty,Consumer,CA-2016-142237,172,2016-07-11 0:00,Philadelphia,Pennsylvania,East,United States,19134,2016-07-13 0:00,First Class,2828,CA-2016-142237,1052,6,0.2,3,0.14,25,1052,"Master Big Foot Doorstop, Beige",Furniture,Furnishings,Other,,
172,Clytie Kelty,Consumer,CA-2016-142237,172,2016-07-11 0:00,Philadelphia,Pennsylvania,East,United States,19134,2016-07-13 0:00,First Class,2829,CA-2016-142237,873,7,0.2,36,0.13,290,873,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings,Howard Miller,,
172,Clytie Kelty,Consumer,CA-2016-142237,172,2016-07-11 0:00,Philadelphia,Pennsylvania,East,United States,19134,2016-07-13 0:00,First Class,2830,CA-2016-142237,1179,8,0.3,-73,-0.21,341,1179,Novimex Fabric Task Chair,Furniture,Chairs,Novimex,,
531,Michael Stewart,Corporate,CA-2016-142377,531,2016-12-04 0:00,Springfield,Missouri,Central,United States,65807,2016-12-09 0:00,Standard Class,2831,CA-2016-142377,1671,7,0,40,0.47,86,1671,Xerox 1881,Office Supplies,Paper,Xerox,,
691,Shahid Collister,Consumer,CA-2016-142419,691,2016-07-11 0:00,Seattle,Washington,West,United States,98115,2016-07-13 0:00,Second Class,2832,CA-2016-142419,1687,3,0,13,0.45,30,1687,Xerox 1896,Office Supplies,Paper,Xerox,,
691,Shahid Collister,Consumer,CA-2016-142419,691,2016-07-11 0:00,Seattle,Washington,West,United States,98115,2016-07-13 0:00,Second Class,2833,CA-2016-142419,1648,3,0.2,34,0.35,98,1648,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",Office Supplies,Binders,Wilson Jones,,
267,Erica Smith,Consumer,CA-2016-142433,267,2016-04-20 0:00,Houston,Texas,Central,United States,77036,2016-04-25 0:00,Standard Class,2834,CA-2016-142433,1709,3,0.2,44,0.38,117,1709,Xerox 1916,Office Supplies,Paper,Xerox,,
629,Richard Eichhorn,Consumer,CA-2016-142454,629,2016-08-15 0:00,Oakland,California,West,United States,94601,2016-08-19 0:00,Standard Class,2835,CA-2016-142454,1101,3,0,19,0.27,70,1101,Mobile Personal File Cube,Office Supplies,Storage,Other,,
629,Richard Eichhorn,Consumer,CA-2016-142454,629,2016-08-15 0:00,Oakland,California,West,United States,94601,2016-08-19 0:00,Standard Class,2836,CA-2016-142454,1563,7,0,28,0.27,104,1563,Tensor Computer Mounted Lamp,Furniture,Furnishings,Tensor,,
92,Bill Stewart,Corporate,CA-2016-142475,92,2016-12-03 0:00,New York City,New York,East,United States,10011,2016-12-07 0:00,Standard Class,2837,CA-2016-142475,713,6,0.2,207,0.35,590,713,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,Binders,GBC,,
216,Deanra Eno,Home Office,CA-2016-142601,216,2016-04-18 0:00,Los Angeles,California,West,United States,90004,2016-04-20 0:00,Second Class,2838,CA-2016-142601,1691,2,0,28,0.45,62,1691,Xerox 19,Office Supplies,Paper,Xerox,,
216,Deanra Eno,Home Office,CA-2016-142601,216,2016-04-18 0:00,Los Angeles,California,West,United States,90004,2016-04-20 0:00,Second Class,2839,CA-2016-142601,1560,7,0,9,0.01,947,1560,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",Office Supplies,Storage,Tennsco,,
